.bidsignore	16
CHANGES	337
channels.json	302
.datalad/config	63
.datalad/.gitattributes	132
dataset_description.json	1696
derivatives/sub-xp101/eeg_pp/sub-xp101_task-eegfmriNF_eeg_pp.dat	20531200
derivatives/sub-xp101/eeg_pp/sub-xp101_task-eegfmriNF_eeg_pp.vhdr	3854
derivatives/sub-xp101/eeg_pp/sub-xp101_task-eegfmriNF_eeg_pp.vmrk	21505
derivatives/sub-xp101/eeg_pp/sub-xp101_task-eegNF_eeg_pp.dat	20531200
derivatives/sub-xp101/eeg_pp/sub-xp101_task-eegNF_eeg_pp.vhdr	3841
derivatives/sub-xp101/eeg_pp/sub-xp101_task-eegNF_eeg_pp.vmrk	22814
derivatives/sub-xp101/eeg_pp/sub-xp101_task-fmriNF_eeg_pp.dat	20531200
derivatives/sub-xp101/eeg_pp/sub-xp101_task-fmriNF_eeg_pp.vhdr	3844
derivatives/sub-xp101/eeg_pp/sub-xp101_task-fmriNF_eeg_pp.vmrk	23373
derivatives/sub-xp101/eeg_pp/sub-xp101_task-motorloc_eeg_pp.dat	17251328
derivatives/sub-xp101/eeg_pp/sub-xp101_task-motorloc_eeg_pp.vhdr	3777
derivatives/sub-xp101/eeg_pp/sub-xp101_task-motorloc_eeg_pp.vmrk	19762
derivatives/sub-xp101/head_motion/d_sub-xp101_task-eegfmriNF_headmotion.tsv	19342
derivatives/sub-xp101/head_motion/d_sub-xp101_task-eegNF_headmotion.tsv	18882
derivatives/sub-xp101/head_motion/d_sub-xp101_task-fmriNF_headmotion.tsv	19342
derivatives/sub-xp101/head_motion/d_sub-xp101_task-MIpre_headmotion.tsv	15018
derivatives/sub-xp101/head_motion/d_sub-xp101_task-motorloc_headmotion.tsv	15018
derivatives/sub-xp102/eeg_pp/sub-xp102_task-eegfmriNF_eeg_pp.dat	20531200
derivatives/sub-xp102/eeg_pp/sub-xp102_task-eegfmriNF_eeg_pp.vhdr	3854
derivatives/sub-xp102/eeg_pp/sub-xp102_task-eegfmriNF_eeg_pp.vmrk	23523
derivatives/sub-xp102/eeg_pp/sub-xp102_task-eegNF_eeg_pp.dat	20531200
derivatives/sub-xp102/eeg_pp/sub-xp102_task-eegNF_eeg_pp.vhdr	3841
derivatives/sub-xp102/eeg_pp/sub-xp102_task-eegNF_eeg_pp.vmrk	23414
derivatives/sub-xp102/eeg_pp/sub-xp102_task-fmriNF_eeg_pp.dat	20531200
derivatives/sub-xp102/eeg_pp/sub-xp102_task-fmriNF_eeg_pp.vhdr	3844
derivatives/sub-xp102/eeg_pp/sub-xp102_task-fmriNF_eeg_pp.vmrk	23484
derivatives/sub-xp102/eeg_pp/sub-xp102_task-MIpost_eeg_pp.dat	10342400
derivatives/sub-xp102/eeg_pp/sub-xp102_task-MIpost_eeg_pp.vhdr	3840
derivatives/sub-xp102/eeg_pp/sub-xp102_task-MIpost_eeg_pp.vmrk	12301
derivatives/sub-xp102/eeg_pp/sub-xp102_task-MIpre_eeg_pp.dat	10342400
derivatives/sub-xp102/eeg_pp/sub-xp102_task-MIpre_eeg_pp.vhdr	3837
derivatives/sub-xp102/eeg_pp/sub-xp102_task-MIpre_eeg_pp.vmrk	12201
derivatives/sub-xp102/head_motion/d_sub-xp102_task-eegfmriNF_headmotion.tsv	19342
derivatives/sub-xp102/head_motion/d_sub-xp102_task-eegNF_headmotion.tsv	19342
derivatives/sub-xp102/head_motion/d_sub-xp102_task-fmriNF_headmotion.tsv	19342
derivatives/sub-xp102/head_motion/d_sub-xp102_task-MIpost_headmotion.tsv	9774
derivatives/sub-xp102/head_motion/d_sub-xp102_task-MIpre_headmotion.tsv	9958
derivatives/sub-xp102/head_motion/d_sub-xp102_task-motorloc_headmotion.tsv	15294
derivatives/sub-xp103/eeg_pp/sub-xp103_task-eegfmriNF_eeg_pp.dat	20531200
